date,county,state,fips,cases,deaths,new cases,new deaths
2020-04-20,Albemarle,Virginia,51003.0,61,0,4,0
2020-04-21,Albemarle,Virginia,51003.0,66,3,5,3
2020-04-22,Albemarle,Virginia,51003.0,68,3,2,0
2020-04-23,Albemarle,Virginia,51003.0,71,3,3,0
2020-04-24,Albemarle,Virginia,51003.0,72,3,1,0
2020-04-25,Albemarle,Virginia,51003.0,73,3,1,0
2020-04-26,Albemarle,Virginia,51003.0,76,3,3,0
2020-04-27,Albemarle,Virginia,51003.0,77,3,1,0
2020-04-28,Albemarle,Virginia,51003.0,80,4,3,1
2020-04-29,Albemarle,Virginia,51003.0,81,4,1,0
2020-04-30,Albemarle,Virginia,51003.0,103,4,22,0
2020-05-01,Albemarle,Virginia,51003.0,103,4,0,0
2020-05-02,Albemarle,Virginia,51003.0,105,4,2,0
2020-05-03,Albemarle,Virginia,51003.0,108,4,3,0
2020-05-04,Albemarle,Virginia,51003.0,110,4,2,0
2020-05-05,Albemarle,Virginia,51003.0,110,4,0,0
2020-05-06,Albemarle,Virginia,51003.0,110,4,0,0
2020-05-07,Albemarle,Virginia,51003.0,112,4,2,0
2020-05-08,Albemarle,Virginia,51003.0,116,4,4,0
2020-05-09,Albemarle,Virginia,51003.0,119,4,3,0
2020-05-10,Albemarle,Virginia,51003.0,120,4,1,0
2020-05-11,Albemarle,Virginia,51003.0,123,4,3,0
2020-05-12,Albemarle,Virginia,51003.0,124,4,1,0
2020-05-13,Albemarle,Virginia,51003.0,126,4,2,0
2020-05-14,Albemarle,Virginia,51003.0,130,4,4,0
2020-05-15,Albemarle,Virginia,51003.0,133,4,3,0
2020-05-16,Albemarle,Virginia,51003.0,136,4,3,0
2020-05-17,Albemarle,Virginia,51003.0,138,4,2,0
2020-05-18,Albemarle,Virginia,51003.0,139,4,1,0
2020-05-19,Albemarle,Virginia,51003.0,141,4,2,0
2020-05-20,Albemarle,Virginia,51003.0,142,4,1,0
2020-05-21,Albemarle,Virginia,51003.0,142,4,0,0
2020-05-22,Albemarle,Virginia,51003.0,142,4,0,0
2020-05-23,Albemarle,Virginia,51003.0,143,5,1,1
2020-05-24,Albemarle,Virginia,51003.0,148,8,5,3
2020-05-25,Albemarle,Virginia,51003.0,149,8,1,0
2020-05-26,Albemarle,Virginia,51003.0,161,8,12,0
2020-05-27,Albemarle,Virginia,51003.0,168,8,7,0
2020-05-28,Albemarle,Virginia,51003.0,170,8,2,0
2020-05-29,Albemarle,Virginia,51003.0,180,8,10,0
2020-05-30,Albemarle,Virginia,51003.0,187,8,7,0
2020-05-31,Albemarle,Virginia,51003.0,187,8,0,0
2020-06-01,Albemarle,Virginia,51003.0,199,8,12,0
2020-06-02,Albemarle,Virginia,51003.0,200,8,1,0
2020-06-03,Albemarle,Virginia,51003.0,204,8,4,0
2020-06-04,Albemarle,Virginia,51003.0,213,8,9,0
2020-06-05,Albemarle,Virginia,51003.0,217,8,4,0
2020-06-06,Albemarle,Virginia,51003.0,221,8,4,0
2020-06-07,Albemarle,Virginia,51003.0,251,8,30,0
2020-06-08,Albemarle,Virginia,51003.0,255,8,4,0
2020-06-09,Albemarle,Virginia,51003.0,258,8,3,0
2020-06-10,Albemarle,Virginia,51003.0,260,8,2,0
2020-06-11,Albemarle,Virginia,51003.0,269,8,9,0
2020-06-12,Albemarle,Virginia,51003.0,272,8,3,0
2020-06-13,Albemarle,Virginia,51003.0,275,8,3,0
2020-06-14,Albemarle,Virginia,51003.0,286,8,11,0
2020-06-15,Albemarle,Virginia,51003.0,290,8,4,0
2020-06-16,Albemarle,Virginia,51003.0,293,8,3,0
2020-06-17,Albemarle,Virginia,51003.0,293,8,0,0
2020-06-18,Albemarle,Virginia,51003.0,302,8,9,0
2020-06-19,Albemarle,Virginia,51003.0,304,8,2,0
2020-06-20,Albemarle,Virginia,51003.0,321,8,17,0
2020-06-21,Albemarle,Virginia,51003.0,334,8,13,0
2020-06-22,Albemarle,Virginia,51003.0,340,8,6,0
2020-06-23,Albemarle,Virginia,51003.0,352,8,12,0
2020-06-24,Albemarle,Virginia,51003.0,359,8,7,0
2020-06-25,Albemarle,Virginia,51003.0,367,8,8,0
2020-06-26,Albemarle,Virginia,51003.0,374,8,7,0
2020-06-27,Albemarle,Virginia,51003.0,382,8,8,0
2020-06-28,Albemarle,Virginia,51003.0,393,8,11,0
2020-06-29,Albemarle,Virginia,51003.0,394,8,1,0
2020-06-30,Albemarle,Virginia,51003.0,401,8,7,0
2020-07-01,Albemarle,Virginia,51003.0,407,9,6,1
2020-07-02,Albemarle,Virginia,51003.0,412,9,5,0
2020-07-03,Albemarle,Virginia,51003.0,420,9,8,0
2020-07-04,Albemarle,Virginia,51003.0,456,9,36,0
2020-07-05,Albemarle,Virginia,51003.0,460,9,4,0
2020-07-06,Albemarle,Virginia,51003.0,467,9,7,0
2020-07-07,Albemarle,Virginia,51003.0,472,10,5,1
2020-07-08,Albemarle,Virginia,51003.0,498,10,26,0
2020-07-09,Albemarle,Virginia,51003.0,512,10,14,0
2020-03-29,Alleghany,Virginia,51005.0,1,0,1,0
2020-03-30,Alleghany,Virginia,51005.0,1,0,0,0
2020-03-31,Alleghany,Virginia,51005.0,1,0,0,0
2020-04-01,Alleghany,Virginia,51005.0,1,0,0,0
2020-04-02,Alleghany,Virginia,51005.0,2,0,1,0
2020-04-03,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-04,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-05,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-06,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-07,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-08,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-09,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-10,Alleghany,Virginia,51005.0,2,0,0,0
2020-04-11,Alleghany,Virginia,51005.0,4,0,2,0
2020-04-12,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-13,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-14,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-15,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-16,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-17,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-18,Alleghany,Virginia,51005.0,4,0,0,0
2020-04-19,Alleghany,Virginia,51005.0,5,0,1,0
2020-04-20,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-21,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-22,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-23,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-24,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-25,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-26,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-27,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-28,Alleghany,Virginia,51005.0,5,0,0,0
2020-04-29,Alleghany,Virginia,51005.0,6,0,1,0
2020-04-30,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-01,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-02,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-03,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-04,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-05,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-06,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-07,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-08,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-09,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-10,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-11,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-12,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-13,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-14,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-15,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-16,Alleghany,Virginia,51005.0,6,0,0,0
2020-05-17,Alleghany,Virginia,51005.0,7,0,1,0
2020-05-18,Alleghany,Virginia,51005.0,9,0,2,0
2020-05-19,Alleghany,Virginia,51005.0,9,0,0,0
2020-05-20,Alleghany,Virginia,51005.0,10,0,1,0
2020-05-21,Alleghany,Virginia,51005.0,9,0,-1,0
2020-05-22,Alleghany,Virginia,51005.0,10,2,1,2
2020-05-23,Alleghany,Virginia,51005.0,13,2,3,0
2020-05-24,Alleghany,Virginia,51005.0,13,2,0,0
2020-05-25,Alleghany,Virginia,51005.0,13,2,0,0
2020-05-26,Alleghany,Virginia,51005.0,16,2,3,0
2020-05-27,Alleghany,Virginia,51005.0,16,2,0,0
2020-05-28,Alleghany,Virginia,51005.0,17,2,1,0
2020-05-29,Alleghany,Virginia,51005.0,19,2,2,0
2020-05-30,Alleghany,Virginia,51005.0,20,2,1,0
2020-05-31,Alleghany,Virginia,51005.0,20,2,0,0
2020-06-01,Alleghany,Virginia,51005.0,23,2,3,0
2020-06-02,Alleghany,Virginia,51005.0,24,2,1,0
2020-06-03,Alleghany,Virginia,51005.0,24,2,0,0
2020-06-04,Alleghany,Virginia,51005.0,24,2,0,0
2020-06-05,Alleghany,Virginia,51005.0,24,2,0,0
2020-06-06,Alleghany,Virginia,51005.0,26,2,2,0
2020-06-07,Alleghany,Virginia,51005.0,26,2,0,0
2020-06-08,Alleghany,Virginia,51005.0,26,2,0,0
2020-06-09,Alleghany,Virginia,51005.0,26,2,0,0
2020-06-10,Alleghany,Virginia,51005.0,26,2,0,0
2020-06-11,Alleghany,Virginia,51005.0,26,2,0,0
2020-06-12,Alleghany,Virginia,51005.0,27,2,1,0
2020-06-13,Alleghany,Virginia,51005.0,28,2,1,0
2020-06-14,Alleghany,Virginia,51005.0,28,2,0,0
2020-06-15,Alleghany,Virginia,51005.0,28,2,0,0
2020-06-16,Alleghany,Virginia,51005.0,30,2,2,0
2020-06-17,Alleghany,Virginia,51005.0,30,2,0,0
2020-06-18,Alleghany,Virginia,51005.0,30,2,0,0
2020-06-19,Alleghany,Virginia,51005.0,30,2,0,0
2020-06-20,Alleghany,Virginia,51005.0,30,2,0,0
2020-06-21,Alleghany,Virginia,51005.0,30,2,0,0
2020-06-22,Alleghany,Virginia,51005.0,31,2,1,0
2020-06-23,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-24,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-25,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-26,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-27,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-28,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-29,Alleghany,Virginia,51005.0,31,2,0,0
2020-06-30,Alleghany,Virginia,51005.0,31,2,0,0
2020-07-01,Alleghany,Virginia,51005.0,33,2,2,0
2020-07-02,Alleghany,Virginia,51005.0,33,2,0,0
2020-07-03,Alleghany,Virginia,51005.0,34,2,1,0
2020-07-04,Alleghany,Virginia,51005.0,35,2,1,0
2020-07-05,Alleghany,Virginia,51005.0,35,2,0,0
2020-07-06,Alleghany,Virginia,51005.0,36,2,1,0
2020-07-07,Alleghany,Virginia,51005.0,38,2,2,0
2020-07-08,Alleghany,Virginia,51005.0,39,2,1,0
2020-07-09,Alleghany,Virginia,51005.0,39,2,0,0
2020-03-26,Amelia,Virginia,51007.0,1,0,1,0
2020-03-27,Amelia,Virginia,51007.0,1,0,0,0
2020-03-28,Amelia,Virginia,51007.0,1,0,0,0
2020-03-29,Amelia,Virginia,51007.0,1,0,0,0
2020-03-30,Amelia,Virginia,51007.0,1,0,0,0
2020-03-31,Amelia,Virginia,51007.0,2,0,1,0
2020-04-01,Amelia,Virginia,51007.0,2,0,0,0
2020-04-02,Amelia,Virginia,51007.0,4,0,2,0
2020-04-03,Amelia,Virginia,51007.0,5,0,1,0
2020-04-04,Amelia,Virginia,51007.0,6,0,1,0
2020-04-05,Amelia,Virginia,51007.0,6,0,0,0
2020-04-06,Amelia,Virginia,51007.0,6,0,0,0
2020-04-07,Amelia,Virginia,51007.0,7,0,1,0
2020-04-08,Amelia,Virginia,51007.0,8,0,1,0
2020-04-09,Amelia,Virginia,51007.0,8,0,0,0
2020-04-10,Amelia,Virginia,51007.0,9,0,1,0
2020-04-11,Amelia,Virginia,51007.0,9,0,0,0
2020-04-12,Amelia,Virginia,51007.0,9,0,0,0
2020-04-13,Amelia,Virginia,51007.0,9,0,0,0
2020-04-14,Amelia,Virginia,51007.0,9,0,0,0
2020-04-15,Amelia,Virginia,51007.0,10,0,1,0
2020-04-16,Amelia,Virginia,51007.0,13,0,3,0
2020-04-17,Amelia,Virginia,51007.0,13,0,0,0
2020-04-18,Amelia,Virginia,51007.0,13,0,0,0
2020-04-19,Amelia,Virginia,51007.0,14,0,1,0
2020-04-20,Amelia,Virginia,51007.0,14,0,0,0
2020-04-21,Amelia,Virginia,51007.0,15,1,1,1
2020-04-22,Amelia,Virginia,51007.0,15,1,0,0
2020-04-23,Amelia,Virginia,51007.0,15,1,0,0
2020-04-24,Amelia,Virginia,51007.0,15,1,0,0
2020-04-25,Amelia,Virginia,51007.0,15,1,0,0
2020-04-26,Amelia,Virginia,51007.0,15,1,0,0
2020-04-27,Amelia,Virginia,51007.0,15,1,0,0
2020-04-28,Amelia,Virginia,51007.0,15,1,0,0
2020-04-29,Amelia,Virginia,51007.0,15,1,0,0
2020-04-30,Amelia,Virginia,51007.0,15,1,0,0
2020-05-01,Amelia,Virginia,51007.0,16,1,1,0
2020-05-02,Amelia,Virginia,51007.0,16,1,0,0
2020-05-03,Amelia,Virginia,51007.0,16,1,0,0
2020-05-04,Amelia,Virginia,51007.0,16,1,0,0
2020-05-05,Amelia,Virginia,51007.0,18,1,2,0
2020-05-06,Amelia,Virginia,51007.0,18,1,0,0
2020-05-07,Amelia,Virginia,51007.0,17,1,-1,0
2020-05-08,Amelia,Virginia,51007.0,17,1,0,0
2020-05-09,Amelia,Virginia,51007.0,17,1,0,0
2020-05-10,Amelia,Virginia,51007.0,17,1,0,0
2020-05-11,Amelia,Virginia,51007.0,17,1,0,0
2020-05-12,Amelia,Virginia,51007.0,17,1,0,0
2020-05-13,Amelia,Virginia,51007.0,17,1,0,0
2020-05-14,Amelia,Virginia,51007.0,17,1,0,0
2020-05-15,Amelia,Virginia,51007.0,17,1,0,0
2020-05-16,Amelia,Virginia,51007.0,18,1,1,0
2020-05-17,Amelia,Virginia,51007.0,18,1,0,0
2020-05-18,Amelia,Virginia,51007.0,20,1,2,0
2020-05-19,Amelia,Virginia,51007.0,20,1,0,0
2020-05-20,Amelia,Virginia,51007.0,21,1,1,0
2020-05-21,Amelia,Virginia,51007.0,22,1,1,0
2020-05-22,Amelia,Virginia,51007.0,22,1,0,0
2020-05-23,Amelia,Virginia,51007.0,22,1,0,0
2020-05-24,Amelia,Virginia,51007.0,21,1,-1,0
2020-05-25,Amelia,Virginia,51007.0,21,1,0,0
2020-05-26,Amelia,Virginia,51007.0,23,1,2,0
2020-05-27,Amelia,Virginia,51007.0,23,1,0,0
2020-05-28,Amelia,Virginia,51007.0,23,1,0,0
2020-05-29,Amelia,Virginia,51007.0,25,1,2,0
2020-05-30,Amelia,Virginia,51007.0,25,1,0,0
2020-05-31,Amelia,Virginia,51007.0,25,1,0,0
2020-06-01,Amelia,Virginia,51007.0,25,1,0,0
2020-06-02,Amelia,Virginia,51007.0,26,1,1,0
2020-06-03,Amelia,Virginia,51007.0,28,1,2,0
2020-06-04,Amelia,Virginia,51007.0,28,1,0,0
2020-06-05,Amelia,Virginia,51007.0,28,1,0,0
2020-06-06,Amelia,Virginia,51007.0,31,1,3,0
2020-06-07,Amelia,Virginia,51007.0,31,1,0,0
2020-06-08,Amelia,Virginia,51007.0,32,1,1,0
2020-06-09,Amelia,Virginia,51007.0,33,1,1,0
2020-06-10,Amelia,Virginia,51007.0,34,1,1,0
2020-06-11,Amelia,Virginia,51007.0,34,1,0,0
2020-06-12,Amelia,Virginia,51007.0,37,1,3,0
2020-06-13,Amelia,Virginia,51007.0,38,1,1,0
2020-06-14,Amelia,Virginia,51007.0,38,1,0,0
2020-06-15,Amelia,Virginia,51007.0,39,1,1,0
2020-06-16,Amelia,Virginia,51007.0,38,1,-1,0
2020-06-17,Amelia,Virginia,51007.0,38,1,0,0
2020-06-18,Amelia,Virginia,51007.0,39,1,1,0
2020-06-19,Amelia,Virginia,51007.0,41,1,2,0
2020-06-20,Amelia,Virginia,51007.0,41,1,0,0
2020-06-21,Amelia,Virginia,51007.0,41,1,0,0
2020-06-22,Amelia,Virginia,51007.0,42,1,1,0
2020-06-23,Amelia,Virginia,51007.0,42,1,0,0
2020-06-24,Amelia,Virginia,51007.0,42,1,0,0
2020-06-25,Amelia,Virginia,51007.0,42,1,0,0
2020-06-26,Amelia,Virginia,51007.0,42,1,0,0
2020-06-27,Amelia,Virginia,51007.0,42,1,0,0
2020-06-28,Amelia,Virginia,51007.0,42,1,0,0
2020-06-29,Amelia,Virginia,51007.0,44,1,2,0
2020-06-30,Amelia,Virginia,51007.0,44,1,0,0
2020-07-01,Amelia,Virginia,51007.0,44,1,0,0
2020-07-02,Amelia,Virginia,51007.0,44,1,0,0
2020-07-03,Amelia,Virginia,51007.0,45,1,1,0
2020-07-04,Amelia,Virginia,51007.0,45,1,0,0
2020-07-05,Amelia,Virginia,51007.0,45,1,0,0
2020-07-06,Amelia,Virginia,51007.0,45,1,0,0
2020-07-07,Amelia,Virginia,51007.0,46,1,1,0
2020-07-08,Amelia,Virginia,51007.0,48,1,2,0
2020-07-09,Amelia,Virginia,51007.0,49,1,1,0
2020-03-22,Amherst,Virginia,51009.0,1,0,1,0
2020-03-23,Amherst,Virginia,51009.0,1,0,0,0
2020-03-24,Amherst,Virginia,51009.0,1,0,0,0
2020-03-25,Amherst,Virginia,51009.0,1,0,0,0
2020-03-26,Amherst,Virginia,51009.0,1,0,0,0
2020-03-27,Amherst,Virginia,51009.0,1,0,0,0
2020-03-28,Amherst,Virginia,51009.0,2,0,1,0
2020-03-29,Amherst,Virginia,51009.0,2,0,0,0
2020-03-30,Amherst,Virginia,51009.0,3,0,1,0
2020-03-31,Amherst,Virginia,51009.0,3,0,0,0
2020-04-01,Amherst,Virginia,51009.0,5,0,2,0
2020-04-02,Amherst,Virginia,51009.0,6,0,1,0
2020-04-03,Amherst,Virginia,51009.0,6,0,0,0
2020-04-04,Amherst,Virginia,51009.0,6,0,0,0
2020-04-05,Amherst,Virginia,51009.0,6,0,0,0
2020-04-06,Amherst,Virginia,51009.0,6,0,0,0
2020-04-07,Amherst,Virginia,51009.0,8,0,2,0
2020-04-08,Amherst,Virginia,51009.0,8,0,0,0
2020-04-09,Amherst,Virginia,51009.0,9,0,1,0
2020-04-10,Amherst,Virginia,51009.0,9,0,0,0
2020-04-11,Amherst,Virginia,51009.0,10,0,1,0
2020-04-12,Amherst,Virginia,51009.0,10,0,0,0
2020-04-13,Amherst,Virginia,51009.0,10,0,0,0
2020-04-14,Amherst,Virginia,51009.0,10,0,0,0
2020-04-15,Amherst,Virginia,51009.0,10,0,0,0
2020-04-16,Amherst,Virginia,51009.0,10,0,0,0
2020-04-17,Amherst,Virginia,51009.0,10,0,0,0
2020-04-18,Amherst,Virginia,51009.0,10,0,0,0
2020-04-19,Amherst,Virginia,51009.0,10,0,0,0
2020-04-20,Amherst,Virginia,51009.0,10,0,0,0
2020-04-21,Amherst,Virginia,51009.0,10,1,0,1
2020-04-22,Amherst,Virginia,51009.0,10,1,0,0
2020-04-23,Amherst,Virginia,51009.0,10,1,0,0
2020-04-24,Amherst,Virginia,51009.0,10,1,0,0
2020-04-25,Amherst,Virginia,51009.0,9,0,-1,-1
2020-04-26,Amherst,Virginia,51009.0,9,0,0,0
2020-04-27,Amherst,Virginia,51009.0,9,0,0,0
2020-04-28,Amherst,Virginia,51009.0,9,0,0,0
2020-04-29,Amherst,Virginia,51009.0,11,0,2,0
2020-04-30,Amherst,Virginia,51009.0,12,0,1,0
2020-05-01,Amherst,Virginia,51009.0,13,0,1,0
2020-05-02,Amherst,Virginia,51009.0,12,0,-1,0
2020-05-03,Amherst,Virginia,51009.0,14,0,2,0
2020-05-04,Amherst,Virginia,51009.0,14,0,0,0
2020-05-05,Amherst,Virginia,51009.0,15,0,1,0
2020-05-06,Amherst,Virginia,51009.0,15,0,0,0
2020-05-07,Amherst,Virginia,51009.0,15,0,0,0
2020-05-08,Amherst,Virginia,51009.0,15,0,0,0
2020-05-09,Amherst,Virginia,51009.0,15,0,0,0
2020-05-10,Amherst,Virginia,51009.0,15,0,0,0
2020-05-11,Amherst,Virginia,51009.0,16,0,1,0
2020-05-12,Amherst,Virginia,51009.0,17,0,1,0
2020-05-13,Amherst,Virginia,51009.0,20,0,3,0
2020-05-14,Amherst,Virginia,51009.0,21,0,1,0
2020-05-15,Amherst,Virginia,51009.0,22,0,1,0
2020-05-16,Amherst,Virginia,51009.0,24,0,2,0
2020-05-17,Amherst,Virginia,51009.0,25,0,1,0
2020-05-18,Amherst,Virginia,51009.0,25,0,0,0
2020-05-19,Amherst,Virginia,51009.0,25,0,0,0
2020-05-20,Amherst,Virginia,51009.0,25,0,0,0
2020-05-21,Amherst,Virginia,51009.0,25,0,0,0
2020-05-22,Amherst,Virginia,51009.0,25,0,0,0
2020-05-23,Amherst,Virginia,51009.0,25,0,0,0
2020-05-24,Amherst,Virginia,51009.0,25,0,0,0
2020-05-25,Amherst,Virginia,51009.0,26,0,1,0
2020-05-26,Amherst,Virginia,51009.0,26,0,0,0
2020-05-27,Amherst,Virginia,51009.0,27,0,1,0
2020-05-28,Amherst,Virginia,51009.0,27,0,0,0
2020-05-29,Amherst,Virginia,51009.0,27,0,0,0
2020-05-30,Amherst,Virginia,51009.0,27,0,0,0
2020-05-31,Amherst,Virginia,51009.0,27,0,0,0
2020-06-01,Amherst,Virginia,51009.0,27,0,0,0
2020-06-02,Amherst,Virginia,51009.0,27,0,0,0
2020-06-03,Amherst,Virginia,51009.0,27,0,0,0
2020-06-04,Amherst,Virginia,51009.0,27,0,0,0
2020-06-05,Amherst,Virginia,51009.0,27,0,0,0
2020-06-06,Amherst,Virginia,51009.0,27,0,0,0
2020-06-07,Amherst,Virginia,51009.0,27,0,0,0
2020-06-08,Amherst,Virginia,51009.0,27,0,0,0
2020-06-09,Amherst,Virginia,51009.0,27,0,0,0
2020-06-10,Amherst,Virginia,51009.0,27,0,0,0
2020-06-11,Amherst,Virginia,51009.0,27,0,0,0
2020-06-12,Amherst,Virginia,51009.0,27,0,0,0
2020-06-13,Amherst,Virginia,51009.0,27,0,0,0
2020-06-14,Amherst,Virginia,51009.0,27,0,0,0
2020-06-15,Amherst,Virginia,51009.0,27,0,0,0
2020-06-16,Amherst,Virginia,51009.0,28,0,1,0
2020-06-17,Amherst,Virginia,51009.0,28,0,0,0
2020-06-18,Amherst,Virginia,51009.0,28,0,0,0
2020-06-19,Amherst,Virginia,51009.0,28,0,0,0
2020-06-20,Amherst,Virginia,51009.0,29,0,1,0
2020-06-21,Amherst,Virginia,51009.0,29,0,0,0
2020-06-22,Amherst,Virginia,51009.0,29,0,0,0
2020-06-23,Amherst,Virginia,51009.0,31,0,2,0
2020-06-24,Amherst,Virginia,51009.0,31,0,0,0
2020-06-25,Amherst,Virginia,51009.0,32,0,1,0
2020-06-26,Amherst,Virginia,51009.0,35,0,3,0
2020-06-27,Amherst,Virginia,51009.0,35,0,0,0
2020-06-28,Amherst,Virginia,51009.0,35,0,0,0
2020-06-29,Amherst,Virginia,51009.0,35,0,0,0
2020-06-30,Amherst,Virginia,51009.0,36,0,1,0
2020-07-01,Amherst,Virginia,51009.0,36,0,0,0
2020-07-02,Amherst,Virginia,51009.0,36,0,0,0
2020-07-03,Amherst,Virginia,51009.0,37,0,1,0
2020-07-04,Amherst,Virginia,51009.0,37,0,0,0
2020-07-05,Amherst,Virginia,51009.0,37,0,0,0
2020-07-06,Amherst,Virginia,51009.0,38,0,1,0
2020-07-07,Amherst,Virginia,51009.0,38,0,0,0
2020-07-08,Amherst,Virginia,51009.0,38,0,0,0
2020-07-09,Amherst,Virginia,51009.0,38,0,0,0
2020-04-06,Appomattox,Virginia,51011.0,1,0,1,0
2020-04-07,Appomattox,Virginia,51011.0,3,0,2,0
2020-04-08,Appomattox,Virginia,51011.0,3,0,0,0
2020-04-09,Appomattox,Virginia,51011.0,4,0,1,0
2020-04-10,Appomattox,Virginia,51011.0,5,0,1,0
2020-04-11,Appomattox,Virginia,51011.0,7,0,2,0
2020-04-12,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-13,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-14,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-15,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-16,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-17,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-18,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-19,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-20,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-21,Appomattox,Virginia,51011.0,7,0,0,0
2020-04-22,Appomattox,Virginia,51011.0,10,0,3,0
2020-04-23,Appomattox,Virginia,51011.0,12,0,2,0
2020-04-24,Appomattox,Virginia,51011.0,12,0,0,0
2020-04-25,Appomattox,Virginia,51011.0,12,0,0,0
2020-04-26,Appomattox,Virginia,51011.0,17,0,5,0
2020-04-27,Appomattox,Virginia,51011.0,17,0,0,0
2020-04-28,Appomattox,Virginia,51011.0,17,0,0,0
2020-04-29,Appomattox,Virginia,51011.0,18,0,1,0
2020-04-30,Appomattox,Virginia,51011.0,20,0,2,0
2020-05-01,Appomattox,Virginia,51011.0,20,0,0,0
2020-05-02,Appomattox,Virginia,51011.0,21,0,1,0
2020-05-03,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-04,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-05,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-06,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-07,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-08,Appomattox,Virginia,51011.0,21,0,0,0
2020-05-09,Appomattox,Virginia,51011.0,22,0,1,0
2020-05-10,Appomattox,Virginia,51011.0,22,0,0,0
2020-05-11,Appomattox,Virginia,51011.0,22,0,0,0
2020-05-12,Appomattox,Virginia,51011.0,22,0,0,0
2020-05-13,Appomattox,Virginia,51011.0,22,0,0,0
2020-05-14,Appomattox,Virginia,51011.0,22,0,0,0
2020-05-15,Appomattox,Virginia,51011.0,23,0,1,0
2020-05-16,Appomattox,Virginia,51011.0,23,0,0,0
2020-05-17,Appomattox,Virginia,51011.0,23,0,0,0
2020-05-18,Appomattox,Virginia,51011.0,25,0,2,0
2020-05-19,Appomattox,Virginia,51011.0,24,0,-1,0
2020-05-20,Appomattox,Virginia,51011.0,24,0,0,0
2020-05-21,Appomattox,Virginia,51011.0,25,0,1,0
2020-05-22,Appomattox,Virginia,51011.0,26,0,1,0
2020-05-23,Appomattox,Virginia,51011.0,26,0,0,0
2020-05-24,Appomattox,Virginia,51011.0,26,0,0,0
2020-05-25,Appomattox,Virginia,51011.0,26,0,0,0
2020-05-26,Appomattox,Virginia,51011.0,26,0,0,0
2020-05-27,Appomattox,Virginia,51011.0,31,0,5,0
2020-05-28,Appomattox,Virginia,51011.0,31,0,0,0
2020-05-29,Appomattox,Virginia,51011.0,31,0,0,0
2020-05-30,Appomattox,Virginia,51011.0,31,0,0,0
2020-05-31,Appomattox,Virginia,51011.0,31,0,0,0
2020-06-01,Appomattox,Virginia,51011.0,31,0,0,0
